OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU14469	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14470	Bacteria	Cyanobacteria	Oxyphotobacteria				
OTU14471	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU14472	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella	
OTU14473	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
OTU14474	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU14475	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_9	
OTU14476	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	
OTU14477	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
OTU14478	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU14479	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Acidibacter	
OTU14480							
OTU14481	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
OTU14482	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Oxalicibacterium	
OTU14483	Bacteria						
OTU14484	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae	Blastocatella	
OTU14485	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Solimonas	
OTU14486	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			
OTU14487	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU14488	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus	
OTU14489	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosospira	multiformis
OTU14490	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU14491	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU14492	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales			
OTU14493	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	
OTU14494	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	
OTU14495	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU14496	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Chromobacterium	
OTU14497	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Lautropia	
OTU14498	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU14499	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU14500	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU14501	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	
OTU14502	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae		
OTU14503	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae		
OTU14504	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	Lutispora	
OTU14505	Bacteria	Firmicutes	Clostridia	Clostridiales	Caldicoprobacteraceae	Caldicoprobacter	
OTU14506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU14507	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU14508	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU14509	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14510	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	BSV26		
OTU14511	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU14512	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
OTU14513	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14		
OTU14514	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
OTU14515	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
OTU14516	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14517	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	
OTU14518	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
OTU14519	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae		
OTU14520	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales			
OTU14521	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14522	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14523	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU14524	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14525	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Aestuariispira	
OTU14526	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU14527	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU14528	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales			
OTU14529	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU14530	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		
OTU14531	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae		
OTU14532	Bacteria	Latescibacteria					
OTU14533	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14534	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae		
OTU14535	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU14536	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU14537	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus_Captivus	
OTU14538	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae		
OTU14539	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella	rigui
OTU14540	Bacteria	Patescibacteria	ABY1	Candidatus_Magasanikbacteria			
OTU14541	Bacteria	Omnitrophicaeota					
OTU14542	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14543	Bacteria	Elusimicrobia	Elusimicrobia				
OTU14544	Archaea						
OTU14545	Bacteria	Latescibacteria					
OTU14546	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	
OTU14547	Bacteria	Acidobacteria	Subgroup_22				
OTU14548	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
OTU14549	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
OTU14550	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU14551	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera	
OTU14552	Bacteria	Latescibacteria					
OTU14553	Bacteria	Proteobacteria	Gammaproteobacteria	R7C24			
OTU14554	Bacteria	Acidobacteria	Subgroup_6				
OTU14555	Bacteria	Acidobacteria	Subgroup_6				
OTU14556	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU14557	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
OTU14558	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU14559	Bacteria	Elusimicrobia	Lineage_IIc				
OTU14560	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	
OTU14561	Archaea						
OTU14562	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	aquatilis
OTU14563	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU14564	Bacteria	Proteobacteria	Deltaproteobacteria				
OTU14565	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU14566	Bacteria	Patescibacteria	ABY1	Candidatus_Kerfeldbacteria			
OTU14567	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		
OTU14568	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group	
OTU14569	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU14570	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MidBa8		
OTU14571	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
OTU14572	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14573	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	RBG-16-58-14	
OTU14574	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU14575	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
OTU14576	Bacteria	Dependentiae	Babeliae	Babeliales			
OTU14577	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU14578	Bacteria	Planctomycetes	BD7-11				
OTU14579	Bacteria	Proteobacteria					
OTU14580	Bacteria	Acidobacteria	Subgroup_21				
OTU14581	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU14582	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	
OTU14583	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	GKS98_freshwater_group	
OTU14584	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	
OTU14585	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU14586	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU14587	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485			
OTU14588	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
OTU14589	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		
OTU14590	Bacteria	Bacteroidetes	Bacteroidia				
OTU14591	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU14592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	
OTU14593	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU14594	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group		
OTU14595	Bacteria	Actinobacteria	Actinobacteria	PeM15			
OTU14596	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536			
OTU14597	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
OTU14598	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae	Methylobacter	
OTU14599	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU14600	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14601	Bacteria						
OTU14602	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17		
OTU14603	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Cephaloticoccus	
OTU14604	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II			
OTU14605	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU14606	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU14607	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	
OTU14608	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus	
OTU14609	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	
OTU14610	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU14611	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
OTU14612	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU14613	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae		
OTU14614	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU14615	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
OTU14616	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Aetherobacter	
OTU14617	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae		
OTU14618	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	polysacchareus
OTU14619	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
OTU14620	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	
OTU14621	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales			
OTU14622	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU14623	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
OTU14624	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
OTU14625	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU14626	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Cellulosimicrobium	
OTU14627	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	
OTU14628	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
OTU14629	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	
OTU14630	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
OTU14631	Bacteria	FBP					
OTU14632	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	humi
OTU14633	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	FFCH7168	
OTU14634	Bacteria	Chloroflexi	SHA-26				
OTU14635	Bacteria	Armatimonadetes					
OTU14636	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae		
OTU14637	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU14638	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	
OTU14639	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU14640	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	
OTU14641	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU14642	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae		
OTU14643	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	budaensis
OTU14644	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU14645	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	
OTU14646	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14647	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae		
OTU14648	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU14649	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU14650	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	
OTU14651	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Parasegetibacter	
OTU14652	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24			
OTU14653	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
OTU14654	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group	
OTU14655	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU14656	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14657	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU14658	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria			
OTU14659	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
OTU14660	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14661	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	
OTU14662							
OTU14663	Bacteria	Patescibacteria	Parcubacteria				
OTU14664	Bacteria						
OTU14665	Bacteria						
OTU14666	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Moranbacteria			
OTU14667	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU14668	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium	
OTU14669	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU14670	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU14671	Bacteria	Patescibacteria	Parcubacteria				
OTU14672	Bacteria	Acidobacteria	Subgroup_5				
OTU14673	Bacteria	Elusimicrobia	Elusimicrobia	Lineage_IV			
OTU14674	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae		
OTU14675	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	
OTU14676	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
OTU14677	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU14678	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
OTU14679	Bacteria	Omnitrophicaeota					
OTU14680	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	
OTU14681	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU14682	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU14683	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	
OTU14684	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		
OTU14685	Bacteria	Omnitrophicaeota					
OTU14686	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU14687	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II			
OTU14688							
OTU14689	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae		
OTU14690	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU14691	Bacteria						
OTU14692	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales			
OTU14693	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	
OTU14694	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
OTU14695	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14696	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU14697	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	
OTU14698	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	
OTU14699	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU14700	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	
OTU14701	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU14702	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales			
OTU14703	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU14704	Bacteria	Latescibacteria					
OTU14705	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU14706	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	associata
OTU14707	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9			
OTU14708	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	
OTU14709	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
OTU14710	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	
OTU14711	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	Porticoccus	
OTU14712	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU14713	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	
OTU14714	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU14715	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU14716	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	
OTU14717	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	salmoneum
OTU14718	Bacteria	Actinobacteria	Actinobacteria	Frankiales			
OTU14719	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Candidatus_Berkiella	
OTU14720	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	MWH-Ta3	
OTU14721	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
OTU14722	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU14723	Bacteria	Cyanobacteria	Sericytochromatia				
OTU14724	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae		
OTU14725	Bacteria						
OTU14726	Bacteria	Acidobacteria	Subgroup_6				
OTU14727	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14728	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	
OTU14729	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU14730	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU14731	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j			
OTU14732	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Bauldia	
OTU14733	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
OTU14734	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU14735	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU14736	Eukaryota						
OTU14737	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		
OTU14738	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group			
OTU14739	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17		
OTU14740	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	
OTU14741	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
OTU14742	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Incertae_Sedis	Unknown_Family	Deferrisoma	
OTU14743	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thiohalophilus	
OTU14744	Bacteria	Planctomycetes	OM190				
